id,name,host_name,host_since,neighbourhood,district,latitude,longitude,room_type,price,last_review,license
341274,Canavall  Boutique Penthouse Suite #11,Canavall,2012-02-10,Palma de Mallorca,,39.57244,2.64966,Hotel room,$153.00,2024,L12S8407/2016
929240,HOUSE SUIT: Fun and Relax in Mallorca,Svitlana,2013-01-09,Felanitx,,39.4151,3.24924,Entire home/apt,$378.00,2024,ETV/7070
931856,JUNTO A PLAZA MAYOR (3) - TI/90,Bartolome,2012-06-20,Palma de Mallorca,,39.57197,2.65196,Entire home/apt,$121.00,2025,TI/90
934985,Villa de lujo en Puerto de Andratx,Antonio,2013-02-11,Andratx,,39.54882,2.3964,Entire home/apt,$575.00,2024,
938566,Amazing Views · Beach · Pool · Great Location · AC,Mario,2013-02-13,Sant Llorenç des Cardassar,,39.58651,3.386095,Entire home/apt,$243.00,2025,
938647,Hostal  jaime  jaume  ( room in Palma ) H/174,Soledad,2013-02-13,Llucmajor,,39.51957,2.91135,Private room,$100.00,2024,41104328Q
351320,Apartment 250 mts to the beach,Nicolas,2012-02-20,Alcúdia,,39.83797,3.11814,Entire home/apt,,2024,
396659,LLENAIRE MAR: Beachfront apartment with pool,Aina M.,2012-03-21,Pollença,,39.88862,3.07797,Entire home/apt,$120.00,2024,14754
416622,Canavall Boutique Accommodation Suite Apartment#9,Canavall,2012-02-10,Palma de Mallorca,,39.57244,2.64966,Hotel room,$123.00,2024,L12S8407/2016
417879,Haus am Meer,Miquel,2012-04-05,Santa Margalida,,39.75961,3.16698,Entire home/apt,$154.00,2024,ET/2706
423427,Bohemian & Stylish Mallorquin Flat,Kristin,2012-04-10,Palma de Mallorca,,39.57222,2.63849,Entire home/apt,$100.00,2024,
939135,Casa de La Playa,Ramón,2013-02-13,Santanyí,,39.33224,3.14611,Entire home/apt,$100.00,2024,ETV/3242
939198,BONITA CASA CON PISCINA EN FINCA PRIVADA.,Juan,2013-02-13,Felanitx,,39.46682,3.19154,Entire home/apt,$184.00,2024,ETV 69
940162,Apartment close to the beach 50m,Isa,2012-10-16,Pollença,,39.91885,3.0545,Entire home/apt,$80.00,2024,
940382,Awesome sea views with pool and WI FI Connexion,Pilar,2011-12-01,Calvià,,39.49914,2.4625,Entire home/apt,$320.00,2024,ETV/3425
940771,Farmhouse Son Rengo for long stay.,Antònia,2013-02-14,Campos,,39.39452,3.08579,Entire home/apt,$386.00,2024,AT 038 BAL
940807,Rural house with swimming pool and playground,Antònia,2013-02-14,Campos,,39.39155,3.08224,Entire home/apt,$286.00,2024,VT/2032
941911,Renovated Apartment in  Puerto de Alcudia,Mateu,2013-02-15,Alcúdia,,39.83005,3.11746,Entire home/apt,"$9,970.00",2024,A-PM1631
948476,"Ca""n Pels Nou-Son Oliver casa antigua mallorquina",Catalina,2013-02-07,Manacor,,39.52634,3.14116,Entire home/apt,$300.00,2024,ETV-487
429794,Villa Privada Cala d'Or 10 min andando de Playa!,Julie,2012-03-04,Santanyí,,39.37787,3.2334,Entire home/apt,$600.00,2024,ET/3018
430192,"In Front of the Sea, Portocolom.",Juan Antonio Y Elena,2012-04-14,Felanitx,,39.4263,3.26493,Entire home/apt,$117.00,2024,ETV/3766
948643,"Cozy house, pool, bbq & total privacity 6 people.",Catalina,2013-02-19,Felanitx,,39.4474,3.12622,Entire home/apt,$221.00,2024,ETV/01335
950619,Finca Es Figueral,Margarita,2013-02-20,Campos,,39.346,3.01658,Entire home/apt,$145.00,2024,Licencia VTV-0455
951245,Hostal Jaime Jaume ART   H/174,Soledad,2013-02-13,Palma de Mallorca,,39.58665,2.74434,Private room,$100.00,2024,41104328Q
952406,La Molinera casa rural Santanyí,Maria Antonia,2013-02-21,Santanyí,,39.39030075073242,3.169389009475708,Entire home/apt,$150.00,2024,
954437,CHALET UNIFAMILIAR EN LA PLAYA,Antonia,2013-02-22,Manacor,,39.52205,3.31409,Entire home/apt,$290.00,2024,ET/3082
957667,Charming country village house,Antonia,2013-02-24,Montuïri,,39.56591,2.98106,Entire home/apt,$90.00,2024,
961391,Habitación Suite SA,Marga,2013-02-22,Alaró,,39.70665,2.79004,Private room,,2024,H/2687
961393,Habitación doble SA,Marga,2013-02-22,Alaró,,39.70656,2.78923,Private room,$64.00,2024,H/2687
440338,Mini Son Aloui Mallorca,Sandrine,2012-04-09,Llubí,,39.70417,3.05733,Entire home/apt,$72.00,2025,L12E7188
961397,Habitación doble con terraza SA,Marga,2013-02-22,Alaró,,39.70662,2.79085,Private room,$66.00,2024,H/2687
961665,TRADITIONAL HOUSE IN PORTOCOLOM,Carmen,2013-02-25,Felanitx,,39.42713,3.26599,Entire home/apt,$86.00,2025,ETV/5091
965015,Casa Pili,Pilar,2013-02-28,Felanitx,,39.47799,3.18016,Entire home/apt,,2024,ETV 993
968110,"VILLA  5min fm beach & restaurants,Bali Tiled Pool",Jesús Alberto,2013-03-01,Santanyí,,39.37164,3.22799,Entire home/apt,$550.00,2024,L12E19040/2020
969046,Cozy country cottage with pool,Landa,2013-03-02,Llucmajor,,39.48361,2.89695,Entire home/apt,$160.00,2024,
979765,Encantadora casa en Portocolom cerca de la playa,Mª Del Pilar,2013-03-07,Felanitx,,39.42689,3.26546,Entire home/apt,$131.00,2024,ET/3186
979876,Preciosa casa en Cala Tuent,Luisa Maria,2013-02-14,Escorca,,39.83875,2.78175,Entire home/apt,$160.00,2024,1103428DE81105000ITX
441723,House in the mountains of Mallorca,Klaus,2012-04-22,Esporles,,39.67236,2.57588,Entire home/apt,$80.00,2025,
441930,"House ""Platges Muro"", 100m. ​​sea",Margarita,2012-04-22,Muro,,39.80144,3.11662,Entire home/apt,$180.00,2024,ETV/6763
441953,Near  Downtown close to Santa Catalina,Mayka,2011-09-30,Palma de Mallorca,,39.5755,2.63928,Entire home/apt,$195.00,2024,
986300,"Family house in Sa Rapita, Campos near beach Trenc",Rosa,2013-03-11,Campos,,39.36246,2.94787,Entire home/apt,$185.00,2024,
986832,Charming townhouse in Pollença,Yosune,2012-04-29,Pollença,,39.87557,3.01366,Entire home/apt,$109.00,2025,164/2014/ET
986986,House rural with pool and wifi,Toni Y Maria,2013-03-09,Porreres,,39.52871,3.04157,Entire home/apt,$210.00,2024,ET2333
988589,Moderno chalet con piscina privada,Mercedes,2013-03-12,Llucmajor,,39.44962,2.75306,Entire home/apt,$185.00,2025,ET/2146
989414,Modern villa and spectaculars views,Maria Del Mar,2013-03-12,Mancor de la Vall,,39.75207,2.87012,Entire home/apt,$350.00,2024,L12S8087/2016
993333,Penthouse Vista Mar Cofradía,Fincas Roque,2013-03-14,Alcúdia,,39.84386,3.13864,Entire home/apt,$210.00,2025,
993553,Caseta des Padrí Biel,Fincas Roque,2013-03-14,Lloseta,,39.72135,2.87218,Entire home/apt,$198.00,2025,ETV-745
444577,Petit S'araix,Sebastià,2012-04-23,Santa Margalida,,39.72998,3.1172,Entire home/apt,$192.00,2024,ET/2641
446863,Sineu Lloret 3 rooms wifi parking,Tomeu,2012-04-25,Lloret de Vistalegre,,39.61042,2.97425,Entire home/apt,$140.00,2024,L12E6553
451602,Secluded Private Home with Pool,Peter & Charlotte,2012-03-15,Ariany,,39.6538,3.13713,Entire home/apt,$200.00,2024,ETV 5541
999519,"Can Mates Nou, wifi gratis, private pool",Toni,2013-03-12,Campos,,39.41475,3.06406,Entire home/apt,$125.00,2024,VT/1720
1000614,Villa with sea view & private pool,Fredrik,2013-03-17,Campos,,39.36632,2.94607,Entire home/apt,$150.00,2024,426/2013/ET
1008571,Poppy’s Beach House/48 steps from the sea.,Maria Carmen,2013-03-20,Ses Salines,,39.31334,2.99532,Entire home/apt,$145.00,2025,ETVPL/14232 presentada la Documentación para ampliación de 4 a 6 plazas.
1009951,Luxury 4 bed Villa Bendinat private pool,Cameron,2013-03-21,Calvià,,39.54926,2.58518,Entire home/apt,$995.00,2024,
1010493,Country house with pool & nice views for up to 8,Anna&Marga,2013-03-21,Petra,,39.59584,3.12531,Entire home/apt,$274.00,2024,ETV/147
1015659,Quite and brightly single room.,Xisca,2012-12-28,Sa Pobla,,39.77151,3.02072,Private room,$21.00,2025,REGAGE24e00092028600
1020820,"Private grounds, large pool & garden, bikes, PS5VR",Craig,2012-06-20,Pollença,,39.88711,3.04697,Entire home/apt,$875.00,2024,
1021402,Apartment next the sea and hills,Magda,2013-03-25,Banyalbufar,,39.69874,2.55674,Entire home/apt,$172.00,2024,
454632,Villa Marilén,Marilen,2012-04-30,Santa Margalida,,39.74306,3.13038,Entire home/apt,$179.00,2024,L95E1432/2017
467037,CASA ECOLOGICA - ETV 951,Margarita,2011-12-16,Santa Margalida,,39.71283,3.10262,Entire home/apt,$418.00,2024,ETV-951
1026087,Apartamento doble plus cala marsal,Antonio,2013-03-27,Felanitx,,39.40731,3.25863,Entire home/apt,$69.00,2024,AT-1903
1031351,Beach n Pool Combined for you… & much more… enjoy!,Jesús Alberto,2013-03-01,Alcúdia,,39.81628,3.11052,Entire home/apt,$285.00,2024,L12E19041/2020
1038006,CASA CAMPO CERCA DES TRENC,Margarita,2013-04-01,Campos,,39.411,3.0341,Entire home/apt,$200.00,2024,
1040457,"PRECIOSO APARTAMENTO ,PL. BAJA CON JARDIN PRIVADO",Margarita,2013-04-02,Pollença,,39.89435,3.07344,Entire home/apt,$124.00,2024,ETVPL/12547
1043976,"fishermen cottag, ses Titis, s'Estalella (>32d)",Estalella S.L.,2013-03-08,Llucmajor,,39.35548782348633,2.9142680168151855,Private room,$61.00,2024,AG/228
1046018,Large rural retreat w/pool & garden,Ana,2013-04-03,Algaida,,39.55638,2.84871,Entire home/apt,$572.00,2024,VT/104078
1047216,Ca Sa Padrina by Localite,Josep,2013-04-04,Santa Margalida,,39.76418,3.16137,Entire home/apt,$98.00,2025,ET/2718
478923,"Playa y relax,  jardín y piscina privada Sa Rapita",Victoria Y Mercè,2012-05-14,Campos,,39.3698,2.93589,Entire home/apt,$247.00,2024,EVT/9209
489119,"Pollença, apart. 100m from the sea",Núria I Jaume,2012-05-10,Pollença,,39.91929,3.05607,Entire home/apt,$80.00,2024,ETVPL/13432
1075546,Beach at 40m. Coquettish. Wi-Fi/air conditioning,Lina,2012-09-24,Santa Margalida,,39.77092,3.1466,Entire home/apt,$64.00,2025,ETVPL/12508
1080054,Villa Estel. Chalet con piscina ETV/2629,Bartolomé,2013-04-15,Alcúdia,,39.81656,3.10839,Entire home/apt,$173.00,2024,ET/2629
1083358,Charming traditional rustic villa near Pollensa,Prestige Villas,2013-04-10,Pollença,,39.87812,3.06822,Entire home/apt,$188.00,2024,ETV/545
1083376,"Can Barbas, ideal villa walking distance to the beach. Private pool and jacuzzi.",Prestige Villas,2013-04-10,Pollença,,39.90094,3.07136,Entire home/apt,$484.00,2024,ETV/682
1119356,FINCA SA GRUTA MARINES,Catalina,2013-08-13,Manacor,,39.55515,3.3522,Entire home/apt,$135.00,2024,ET/20396
1119707,Big house with garden and barbecue,Teresa,2013-04-29,Palma de Mallorca,,39.60966,2.67368,Entire home/apt,$227.00,2025,ET/2807
1125865,"Cana Joana, Can Picafort Villa with Pool",Freelance Villas,2012-09-11,Santa Margalida,,39.72089,3.14971,Entire home/apt,$189.00,2024,ETV062
490567,Port de Soller seaview garden terrace,Annette,2012-04-16,Sóller,,39.8023,2.69921,Entire home/apt,$161.00,2025,19011757912
493832,Chalet con piscina privada y a 200 metros del mar,Antoni,2012-05-21,Sant Llorenç des Cardassar,,39.57488,3.37474,Entire home/apt,$197.00,2024,
495837,Hiking gateaway in Serra de Tramuntana,Pilar,2012-05-23,Calvià,,39.58225,2.46853,Entire home/apt,$226.00,2024,AG/236
503803,Charming Old town touristic lodging-TI153,John,2011-09-07,Palma de Mallorca,,39.5689,2.65581,Entire home/apt,$115.00,2025,TI153
1129316,"Hort Den Gelos, Campanet, Mallorca",Freelance Villas,2012-09-11,Campanet,,39.81465,2.98555,Entire home/apt,$212.00,2024,VTV128BAL
1129508,VILLA WITH SPECTACULAR VIEWS,Silvio Y Miriam,2013-05-02,Alcúdia,,39.81676,3.11231,Entire home/apt,$297.00,2024,L12E10501
1129800,Bright atic with terrace in Palma,Mariona,2013-05-02,Palma de Mallorca,,39.56413,2.65909,Entire home/apt,$50.00,2025,
1132308,Cosy house center of Mallorca ET/3349,Xesca,2013-04-22,Binissalem,,39.68676,2.83691,Entire home/apt,$80.00,2025,ET/3349
1133489,Sa Coma Last Minute House near the,David,2013-05-04,Sant Llorenç des Cardassar,,39.57115,3.37028,Entire home/apt,$195.00,2024,ET/3471
1134884,House in town center,Margarita,2013-05-04,Pollença,,39.87701,3.01584,Entire home/apt,$120.00,2024,ETV/6753
511420,BEACH HOUSE IDEAL FOR CHILDREN,Juan Marcos,2012-06-01,Alcúdia,,39.86234,3.13722,Entire home/apt,$330.00,2024,
536354,Beach house S'Illot,Francina,2012-06-15,Manacor,,39.56372,3.37322,Entire home/apt,$210.00,2024,ET/4056
548218,JUNTO A PLAZA MAYOR (2) - TI/90,Bartolome,2012-06-20,Palma de Mallorca,,39.57197,2.65196,Entire home/apt,$162.00,2025,TI/90
553166,"Biniaraix Mallorca , Ecological Mountain Cabin",Peter And Esperanza,2012-06-23,Fornalutx,,39.78118,2.74,Entire home/apt,$165.00,2024,505/2015/ET
1137900,Valley House Campanet,Pedro,2013-05-05,Campanet,,39.81779,2.98957,Entire home/apt,$140.00,2025,Permiso Actividad Turistica 5063
1140090,Apartment in the South of Mallorca,Daniel,2013-05-06,Ses Salines,,39.31906,2.9945,Entire home/apt,$51.00,2025,ETVPL/13612
1143297,House between Rafa Nadal Academy and Cala Varques,Tiffany,2013-05-07,Manacor,,39.55773,3.23976,Entire home/apt,$280.00,2024,ET/2775
1143827,Luxuriously renovated House with Pool in Fornalutx,Penelope Jane,2013-02-28,Fornalutx,,39.77979,2.73943,Entire home/apt,$580.00,2024,ET2002
1147861,JUNTO A PLAZA MAYOR (4) - TI/90,Bartolome,2012-06-20,Palma de Mallorca,,39.57197,2.65196,Entire home/apt,$118.00,2025,TI/90
1148192,Apartment with terrace closer to the port,Xavier,2012-07-14,Palma de Mallorca,,39.56519,2.62459,Entire home/apt,$42.00,2024,
1162753,CASA XISCA,Antolin,2013-05-13,Llucmajor,,39.36506,2.84152,Entire home/apt,$225.00,2024,ET/3135
1167131,"Planta Baja en Sa Rapita, Mallorca",Leo,2013-05-14,Campos,,39.36596,2.94658,Entire home/apt,$128.00,2024,LI2E446
1176747,Villa A&M. Beautiful House in Puerto de Andratx,Pedro,2013-05-17,Andratx,,39.54363,2.38827,Entire home/apt,$456.00,2024,ETV/9218
553546,Villa de rêve à Majorque + piscine chauffée (5-10),Gérard,2012-06-23,Artà,,39.7345,3.28672,Entire home/apt,$398.00,2024,
1178953,Suite Quadruple 1ª linea de playa,Apartaments,2013-05-13,Palma de Mallorca,,39.5336,2.72309,Entire home/apt,$210.00,2025,AT/2182
1179067,Suite Junior 1ª linea de playa,Apartaments,2013-05-13,Palma de Mallorca,,39.53352,2.72341,Entire home/apt,$156.00,2025,AT/2182
1179833,Luxury Villa Son Gual Golf Mallorca,Natalia,2013-12-04,Palma de Mallorca,,39.56213,2.81879,Entire home/apt,"$1,000.00",2024,VILLA SON GUAL 25 ET/2452
1181172,My Rent House Mallorca /half property/,Georgi,2013-05-15,Santanyí,,39.3314,3.16836,Entire home/apt,$196.00,2025,ETV-4662
1185288,APARTAMENTO MODERNO EN LA ARENA FRENTE AL MAR,Mario,2013-02-13,Sant Llorenç des Cardassar,,39.58687,3.38638,Entire home/apt,$291.00,2025,ETVPL/13625
1204912,Casa para amantes de la naturaleza,Xisco,2013-05-26,Calvià,,39.56528,2.45568,Entire home/apt,$180.00,2024,
1214776,"Sa Costa, free wifi, private pool",Toni,2013-03-12,Campos,,39.44512,3.06343,Entire home/apt,$125.00,2024,ETV/1976
1232703,House & terrace in Old Town Porto Colom for 5-6,Catalina,2013-02-19,Felanitx,,39.42703,3.26384,Entire home/apt,$133.00,2024,ETVPL/14397
1238088,Traumfinca auf Mallorca bei Arta,Barbara,2013-06-05,Capdepera,,39.70642,3.40293,Entire home/apt,$653.00,2024,
575431,place for nature and golf lovers,Elviss,2012-07-04,Son Servera,,39.64907,3.37745,Entire home/apt,$71.00,2024,
593604,Apartment with 2 double bedrooms and 2 bathrooms,Xavier,2012-07-14,Palma de Mallorca,,39.55739,2.60745,Entire home/apt,$55.00,2025,
601552,House by the Sea.  Villa Dragonera,Clara,2011-12-13,Andratx,,39.54753,2.37155,Entire home/apt,$800.00,2024,
603924,Penthouse amazing sea view in Balears,Maria,2012-07-19,Calvià,,39.51934,2.48038,Entire home/apt,$195.00,2024,
612483,The most posh room. best location,Edu,2012-05-05,Palma de Mallorca,,39.57579,2.64799,Private room,$42.00,2025,
617531,Apartamento con Encanto en la Plaza Mayor de Palma,Victoria Y Mercè,2012-05-14,Palma de Mallorca,,39.571556091308594,2.652148962020874,Entire home/apt,,2024,
626621,Sa Païssa,Sa  Casa Rotja,2012-07-31,Llubí,,39.67347,3.02716,Entire home/apt,$141.00,2024,
1242995,Tramuntana Mountain Panorama Duplex M,Mark,2013-06-06,Fornalutx,,39.78254,2.74099,Entire home/apt,$110.00,2024,
1254553,Lovely vine room in pretty garden.,Margaret,2013-06-09,Consell,,39.6664,2.81017,Private room,$75.00,2024,
1255347,FINCA S´ESTANYOL,Cati,2013-06-10,Santa Margalida,,39.6997,3.11606,Entire home/apt,$160.00,2024,ETV14/81
1257669,Studio rooms,Margaret,2013-06-09,Consell,,39.66655,2.80908,Private room,$75.00,2024,
1270064,"Sa Garrigueta, stunning views",Luis,2013-06-14,Puigpunyent,,39.61475,2.51379,Entire home/apt,$285.00,2024,ET/3500
1270370,Traum Finca für zwei + Pool  finca-ses-salines com,Peter,2012-08-08,Campos,,39.35548,3.04154,Entire home/apt,$122.00,2024,ET 4600
1287132,Beach house with garden,Vanesa,2013-06-19,Santa Margalida,,39.73500236970589,3.226696439087391,Entire home/apt,$86.00,2024,ETV/7599
1294037,Casa con Piscina Campanet,Joan,2013-06-21,Campanet,,39.76878,2.96794,Entire home/apt,$241.00,2024,ETV/2219  SON BORDOY
1303282,Typical Mallorcan house with apartment.,Maria,2013-06-24,Capdepera,,39.6496,3.43387,Entire home/apt,$85.00,2024,
626623,Sa Bugaderia,Sa  Casa Rotja,2012-07-31,Llubí,,39.67165,3.02937,Private room,$98.00,2024,
626624,Es Mirador,Sa  Casa Rotja,2012-07-31,Llubí,,39.67296,3.02923,Entire home/apt,$88.00,2024,
626625,Ca l'Amo,Sa  Casa Rotja,2012-07-31,Llubí,,39.67171,3.02799,Entire home/apt,$127.00,2024,
626629,Sa Boveria,Sa  Casa Rotja,2012-07-31,Llubí,,39.67172,3.02795,Entire home/apt,,2024,
630859,XVIII Century home in countryside,Pedro,2012-08-02,Manacor,,39.65921,3.21963,Entire home/apt,$400.00,2024,
637903,mountain house in Majorca and sea,Francisco Jose,2012-08-07,Andratx,,39.57865,2.39837,Entire home/apt,$183.00,2025,ETV/9361
1339499,Ca Sa Padrina. Tradición y encanto en Mallorca.,Laura,2013-07-02,Artà,,39.69472,3.35022,Entire home/apt,$275.00,2024,ETV/3167  (Exp. 818/2013/ET)
1351056,"Stone house in mountains, swimming",Miquel Àngel,2013-04-20,Inca,,39.7278,2.95093,Entire home/apt,$185.00,2024,ET/4595
1358126,Rustic beach house in lush garden/ sea side,Isabella,2010-04-20,Felanitx,,39.38091,3.24553,Entire home/apt,$309.00,2024,L12E2471
1358913,Rustic house in a mountain village,Dolors,2013-07-04,Bunyola,,39.69611,2.6983,Private room,$52.00,2025,VT/105536
1362331,BDS Casa ideal junto playa Cala Mayor,María Del C,2012-07-03,Palma de Mallorca,,39.55282,2.61074,Entire home/apt,$247.00,2024,ETV/7032 BDS
1375496,"Stone Duplex with garden,  balcony",Miquel Àngel,2013-04-20,Artà,,39.73663,3.28353,Entire home/apt,$104.00,2024,ET/4626
638100,Villa de lujo en los acantilados,Nieves,2012-08-07,Valldemossa,,39.70394,2.57625,Entire home/apt,$490.00,2024,361/ET/2014
639787,♥ romantic Casita Ses Salines eco friendly ☀ WiFi,Peter,2012-08-08,Ses Salines,,39.34724,3.05113,Entire home/apt,$110.00,2024,ETV 4772
641406,Studio for two over the ocean,Iñigo,2012-08-08,Andratx,,39.53404,2.38492,Entire home/apt,$158.00,2025,
1445654,An Unforgettable Paraiso,Rosa,2013-07-27,Pollença,,39.8859,3.01306,Entire home/apt,$407.00,2024,1677
1453569,"Rooftop con Jacuzzi, Barbacoa y vistas al mar",Mirjam,2013-07-29,Santa Margalida,,39.76156,3.16469,Entire home/apt,$99.00,2024,ETVPL/13445 /13444
1453802,Coqueta Casa de Campo en Mallorca ETV/3597,Aina&Margarita,2013-05-04,Binissalem,,39.69518,2.8607,Entire home/apt,$110.00,2024,ET/3597
1454640,Sunny apartment 04 in a historic manor house,Matthias,2013-07-27,Sencelles,,39.64935,2.90252,Entire home/apt,$111.00,2024,Tourismo de interior TI37
1457807,Room 03 with bath and gardenview in manor house,Matthias,2013-07-27,Sencelles,,39.64898,2.90163,Entire home/apt,$97.00,2024,TI/37
1467257,S'Olivar de Can Blai,Valvanuz,2013-07-29,Selva,,39.76851,2.91654,Entire home/apt,$200.00,2024,ETV/5234
1470422,Spectacular villa Alcudia with pool & near the sea,Anna&Marga,2013-03-21,Alcúdia,,39.86306,3.14489,Entire home/apt,$335.00,2024,ET/274
1470557,Dragonera and Sea view - Sant Elm,Noemi Y Pedro,2012-11-08,Andratx,,39.5836,2.34966,Entire home/apt,$107.00,2025,ETVPL/12784
655100,Typical village house in the centre of Santanyí,Gabriel,2012-08-18,Santanyí,,39.35257,3.12934,Entire home/apt,$149.00,2025,ETV/4915
661082,Villa Can Bellet,Panchorentals . Es,2012-08-09,Capdepera,,39.64597,3.43407,Entire home/apt,$286.00,2024,ETV/8866
1477089,"Can Guillem, Wifi free, private pool",Toni,2013-03-12,Campos,,39.44097,3.06863,Entire home/apt,$125.00,2024,ETV/2425
1479154,Acogedora casa a 300 metros del mar,Susi,2013-08-03,Campos,,39.36788,2.93618,Entire home/apt,$165.00,2024,ET/4303
1491229,Primer Piso en Apartaments Vaixell (Cala d'Or),Jaime,2013-08-06,Santanyí,,39.36935,3.2226,Entire home/apt,$150.00,2024,1320 2018
1501761,Country house for 8 people with pool nice views,Anna&Marga,2013-03-21,Petra,,39.60457,3.09663,Entire home/apt,$284.00,2024,ETV/2782
1509283,"House: 2 ensuite doubles, garden & pool in Sóller",Pablo,2013-08-10,Sóller,,39.765337,2.714351,Entire home/apt,$160.00,2025,ETV 7011
1520520,Finca in Sa Font de Sa Cala (Mallorca),Adelina,2013-08-12,Capdepera,,39.69664,3.44502,Entire home/apt,$104.00,2024,4435
1522711,Nice country house Inca pool & acc for 8 people,Anna&Marga,2013-03-21,Inca,,39.71606,2.94462,Entire home/apt,$234.00,2024,ETV/5857
661111,Villa Paraíso Perdido,Panchorentals . Es,2012-08-09,Llucmajor,,39.4398524,2.7501001,Entire home/apt,$254.00,2025,ETV/3865
684725,Casa ideal en Badia Blava: comodidad y piscina.,Victoria Y Mercè,2012-05-14,Llucmajor,,39.43181,2.75568,Entire home/apt,$171.00,2024,ETV/9146
691442,Acogedora finca rural con piscina,Antonio,2012-09-11,Selva,,39.74825,2.91315,Entire home/apt,$125.00,2024,1007/2013/ET
1535910,Fincatur South Espectacular Finca rústica,Pedro,2013-08-16,Llucmajor,,39.51761,2.9431,Entire home/apt,$650.00,2024,ETV/3509
1547705,Great views country home in Valldemossa,Javier Y Catalina,2013-08-19,Valldemossa,,39.7088,2.60644,Entire home/apt,$535.00,2024,ET/3791
1549291,La Yuca Cala Romantica (Villas2meet Mallorca),Ivan,2013-08-19,Manacor,,39.51866,3.29763,Entire home/apt,$190.00,2024,01777
1550760,Litle House in the countryside,Maria,2013-08-19,Felanitx,,39.41068,3.12011,Entire home/apt,$75.00,2024,
1574730,Mieles apartment,Juan,2013-08-24,Santa Margalida,,39.7635,3.14705,Entire home/apt,$87.00,2025,ETVPL/13555
1575793,Unique apartment steps from the sea in Cala Bona,Juan,2013-08-25,Son Servera,,39.61147,3.38899,Entire home/apt,$88.00,2025,L12E11518
1576707,2 Room Sunroof LOFT Nr. 02 in a manorhouse,Matthias,2013-07-27,Sencelles,,39.64901,2.90158,Entire home/apt,$146.00,2024,TI/37
1583679,Seafront villa by the Portocolom bay,Maria,2013-05-26,Felanitx,,39.421024322509766,3.268634080886841,Entire home/apt,$328.00,2024,ETV/1699
